GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	v1_109	v1_109-Q	v1_110	v1_110-Q	v1_111	v1_111-Q	v1_119	v1_119-Q	v1_120	v1_120-Q	v1_121	v1_121-Q	v1_122	v1_122-Q
	AthALTA0007139-2/2	chr2:14023191-14023506	65	chr2:14023645,14023191-14023441+14023506	Alt3	51.43	LOW,LOW,100.00,18=35=0,S@18.00,17.00	85.71	N,N,100.00,12=14=0,S@12.00,2.00	91.67	N,N,100.00,11=12=0,S@11.00,1.00	59.52	OK,OK,100.00,25=42=0,S@25.00,17.00	60.00	N,N,100.00,6=10=0,S@6.00,4.00	63.83	OK,OK,100.00,30=47=0,S@30.00,17.00	66.67	LOW,LOW,100.00,18=27=0,S@18.00,9.00
	AthALTA0007160-2/2	chr2:14170812-14170912	29	chr2:14170221,14170841+14170812-14170912	Alt3	16.67	OK,OK,100.00,7=42=0,C2@7.00,35.00	30.00	VLOW,VLOW,100.00,6=20=0,C2@6.00,14.00	46.00	OK,OK,100.00,23=50=0,C2@23.00,27.00	25.64	LOW,LOW,100.00,10=39=0,C3@10.00,29.00	25.00	OK,OK,100.00,11=44=0,C2@11.00,33.00	18.42	LOW,LOW,100.00,7=38=0,C2@7.00,31.00	42.50	OK,OK,100.00,17=40=0,C2@17.00,23.00
RPS5	AthALTA0040977-1/3	chr2:14300772-14301121	0	chr2:14301691,14300772-14301121+14301169+14301202	Alt3	9.74	VLOW,VLOW,100.00,2=20=0,S@1.95,18.05	35.33	LOW,LOW,100.00,9=25=0,S@8.83,16.17	27.20	VLOW,VLOW,100.00,5=18=0,S@4.90,13.10	37.78	N,N,100.00,5=13=0,S@4.91,8.09	51.13	LOW,LOW,100.00,14=27=0,S@13.81,13.19	37.25	LOW,LOW,100.00,11=29=0,S@10.80,18.20	42.15	VLOW,VLOW,100.00,9=21=0,C1@8.85,12.15
	AthALTA0007208-2/3	chr2:14430334-14430366	8	chr2:14430105,14430342+14430334+14430328-14430366	Alt3	0.00	VLOW,VLOW,100.00,0=20=0,S@0.00,20.00	0.00	VLOW,VLOW,100.00,0=21=0,S@0.00,21.00	0.00	VLOW,VLOW,100.00,0=19=0,S@0.00,19.00	0.00	VLOW,VLOW,100.00,0=24=0,S@0.00,24.00	0.00	VLOW,VLOW,100.00,0=23=0,S@0.00,23.00	9.38	LOW,LOW,100.00,3=32=0,S@3.00,29.00	20.00	VLOW,VLOW,100.00,3=15=0,S@3.00,12.00
CSLA7	AthALTA0027053-2/2	chr2:14986697-14986945	7	chr2:14986574,14986704+14986697-14986945	Alt3	13.33	OK,OK,100.00,10=75=0,C2@10.00,65.00	27.63	OK,OK,100.00,21=76=0,C1@21.00,55.00	35.71	OK,OK,100.00,25=70=0,C2@25.00,45.00	25.77	OK,OK,100.00,25=97=0,C2@25.00,72.00	24.39	OK,OK,100.00,20=82=0,C2@20.00,62.00	28.57	OK,OK,100.00,14=49=0,C3@14.00,35.00	32.56	OK,OK,100.00,28=86=0,C2@28.00,58.00
NFYB8	AthALTA0035533-4/4	chr2:15576312-15576562	39	chr2:15576164,15576351+15576336+15576316+15576312-15576562	Alt3	58.06	LOW,LOW,100.00,18=31=0,S@18.00,13.00	89.19	LOW,LOW,100.00,33=37=0,S@33.00,4.00	86.67	VLOW,VLOW,100.00,13=15=0,S@13.00,2.00	100.00	N,N,100.00,6=6=0,S@6.00,0.00	59.09	VLOW,VLOW,100.00,13=22=0,S@13.00,9.00	83.33	VLOW,VLOW,100.00,15=18=0,S@15.00,3.00	77.78	VLOW,VLOW,100.00,14=18=0,S@14.00,4.00
	AthALTA0007580-3/4	chr2:16283821-16283918	9	chr2:16283381,16283830+16283824+16283821+16283802-16283918	Alt3	6.90	LOW,LOW,100.00,2=29=0,S@2.00,27.00	5.00	VLOW,VLOW,100.00,1=20=0,S@1.00,19.00	27.03	LOW,LOW,100.00,10=37=0,S@10.00,27.00	12.50	N,N,100.00,1=8=0,S@1.00,7.00	6.67	VLOW,VLOW,100.00,1=15=0,S@1.00,14.00	15.38	N,N,100.00,2=13=0,S@2.00,11.00	23.81	VLOW,VLOW,100.00,5=21=0,S@5.00,16.00
	AthALTA0007635-2/2	chr2:16468975-16469147	3	chr2:16469497,16468975-16469144+16469147	Alt3	63.64	VLOW,VLOW,100.00,14=22=0,C1@14.00,8.00	70.27	LOW,LOW,100.00,26=37=0,C1@26.00,11.00	70.83	VLOW,VLOW,100.00,17=24=0,S@17.00,7.00	60.00	LOW,LOW,100.00,18=30=0,S@18.00,12.00	82.35	LOW,LOW,100.00,28=34=0,S@28.00,6.00	78.79	LOW,LOW,100.00,26=33=0,C1@26.00,7.00	84.21	LOW,LOW,100.00,32=38=0,S@32.00,6.00
BIK1	AthALTA0024720-1/2	chr2:16532517-16532648	0	chr2:16532420,16532517+16532513-16532648	Alt3	0.00	OK,OK,100.00,0=42=0,S@0.00,42.00	0.00	VLOW,VLOW,100.00,0=21=0,S@0.00,21.00	0.00	LOW,LOW,100.00,0=32=0,S@0.00,32.00	11.90	OK,OK,100.00,1=58=0,C1@6.90,51.10	0.00	OK,OK,100.00,0=58=0,S@0.00,58.00	0.00	OK,OK,100.00,0=64=0,S@0.00,64.00	18.32	OK,OK,100.00,1=40=0,S@7.33,32.67
	AthALTA0007663-2/2	chr2:16542762-16542872	3	chr2:16542683,16542765+16542762-16542872	Alt3	51.85	LOW,LOW,100.00,14=27=0,S@14.00,13.00	58.82	LOW,LOW,100.00,20=34=0,S@20.00,14.00	40.74	LOW,LOW,100.00,11=27=0,S@11.00,16.00	36.36	LOW,LOW,100.00,12=33=0,S@12.00,21.00	51.85	LOW,LOW,100.00,14=27=0,S@14.00,13.00	57.14	LOW,LOW,100.00,16=28=0,S@16.00,12.00	80.00	VLOW,VLOW,100.00,12=15=0,S@12.00,3.00
	AthALTA0007687-1/3	chr2:-16663366	0	chr2:16663448,-16663366+16663369+16663388	Alt3	28.57	VLOW,VLOW,100.00,6=21=0,S@6.00,15.00	80.00	VLOW,VLOW,100.00,12=15=0,S@12.00,3.00	89.47	VLOW,VLOW,100.00,17=19=0,S@17.00,2.00	52.00	OK,OK,100.00,26=50=0,S@26.00,24.00	59.38	OK,OK,100.00,38=64=0,S@38.00,26.00	67.74	OK,OK,100.00,42=62=0,S@42.00,20.00	63.41	OK,OK,100.00,26=41=0,S@26.00,15.00
	AthALTA0007726-1/2	chr2:16878001-16878203	0	chr2:16877905,16878001+16877997-16878203	Alt3	0.00	OK,OK,100.00,0=60=0,C1@0.00,60.00	0.00	OK,OK,100.00,0=47=0,C2@0.00,47.00	0.00	OK,OK,100.00,0=48=0,S@0.00,48.00	18.75	OK,OK,100.00,1=58=0,C1@10.88,47.12	29.20	OK,OK,100.00,1=41=0,S@11.97,29.03	0.00	OK,OK,100.00,0=47=0,S@0.00,47.00	21.78	OK,OK,100.00,1=53=0,C1@11.54,41.46
	AthALTA0007749-4/9	chr2:16960106-16960220	64	chr2:16959883,16960170+16960158+16960109+16960106+16960018+16959993+16959972+16959965+16959958-16960220	Alt3	22.58	LOW,LOW,100.00,7=31=0,S@7.00,24.00	42.86	VLOW,LOW,100.00,8=24=0,C1@10.29,13.71	31.58	LOW,LOW,100.00,8=34=0,C1@10.74,23.26	30.77	LOW,LOW,100.00,8=35=0,C1@10.77,24.23	29.79	OK,OK,100.00,10=43=0,C1@12.81,30.19	17.50	OK,OK,100.00,7=40=0,S@7.00,33.00	48.57	LOW,LOW,100.00,13=31=0,C1@15.06,15.94
POLD2	AthALTA0038343-1/2	chr2:17565741-17565777	0	chr2:17565909,17565741-17565777+17565780	Alt3	77.27	VLOW,VLOW,100.00,17=22=0,S@17.00,5.00	80.95	VLOW,VLOW,100.00,17=21=0,S@17.00,4.00	78.95	VLOW,VLOW,100.00,15=19=0,S@15.00,4.00	90.91	LOW,LOW,100.00,30=33=0,S@30.00,3.00	91.18	LOW,LOW,100.00,31=34=0,S@31.00,3.00	88.89	VLOW,VLOW,100.00,16=18=0,S@16.00,2.00	95.83	VLOW,VLOW,100.00,23=24=0,S@23.00,1.00
EPSIN2	AthALTA0029098-4/4	chr2:17948798-17948918	29	chr2:17948270,17948827+17948816+17948803+17948798-17948918	Alt3	43.87	SOK,SOK,100.00,68=155=0,S@68.00,87.00	63.48	SOK,SOK,100.00,113=178=0,S@112.99,65.01	65.27	SOK,SOK,100.00,109=167=0,S@109.00,58.00	64.32	SOK,SOK,100.00,119=185=0,S@118.99,66.01	65.79	SOK,SOK,100.00,150=228=0,S@150.00,78.00	61.38	SOK,SOK,100.00,89=145=0,S@89.00,56.00	64.48	SOK,SOK,100.00,118=183=0,S@118.00,65.00
	AthALTA0007978-2/2	chr2:18160206-18160334	7	chr2:18160438,18160206-18160327+18160334	Alt3	61.90	VLOW,VLOW,100.00,13=21=0,S@13.00,8.00	50.00	VLOW,VLOW,100.00,12=24=0,S@12.00,12.00	52.00	LOW,LOW,100.00,13=25=0,S@13.00,12.00	70.00	VLOW,VLOW,100.00,14=20=0,S@14.00,6.00	75.00	VLOW,VLOW,100.00,18=24=0,S@18.00,6.00	62.50	OK,OK,100.00,25=40=0,S@25.00,15.00	83.33	VLOW,VLOW,100.00,15=18=0,S@15.00,3.00
ITPK4	AthALTA0032624-2/2	chr2:18209856-18210061	172	chr2:18210243,18209856-18209889+18210061	Alt3	67.79	VLOW,LOW,100.00,17=23=0,S@15.59,7.41	95.08	LOW,LOW,100.00,26=27=0,S@25.67,1.33	79.44	LOW,LOW,100.00,26=31=0,S@24.63,6.37	96.66	OK,OK,100.00,39=40=0,S@38.66,1.34	80.54	OK,OK,100.00,39=46=0,S@37.05,8.95	82.16	LOW,LOW,100.00,31=36=0,S@29.58,6.42	94.47	VLOW,VLOW,100.00,23=24=0,S@22.67,1.33
GCP1	AthALTA0030467-2/3	chr2:18667201-18667275	4	chr2:18667021,18667205+18667201+18667164-18667275	Alt3	76.47	OK,OK,100.00,65=85=0,S@65.00,20.00	73.13	OK,OK,100.00,49=67=0,S@49.00,18.00	77.14	OK,OK,100.00,54=70=0,S@54.00,16.00	86.25	OK,OK,100.00,69=80=0,S@69.00,11.00	94.57	OK,OK,100.00,87=92=0,S@87.00,5.00	78.31	OK,OK,100.00,65=83=0,S@65.00,18.00	91.67	OK,OK,100.00,77=84=0,S@77.00,7.00
RAD51C	AthALTA0039579-2/2	chr2:18671000-18671070	7	chr2:18670917,18671007+18671000-18671070	Alt3	82.35	VLOW,VLOW,100.00,14=17=0,S@14.00,3.00	100.00	LOW,LOW,100.00,30=30=0,S@30.00,0.00	100.00	LOW,LOW,100.00,27=27=0,S@27.00,0.00	100.00	VLOW,VLOW,100.00,19=19=0,S@19.00,0.00	100.00	LOW,LOW,100.00,31=31=0,S@31.00,0.00	95.45	VLOW,VLOW,100.00,21=22=0,S@21.00,1.00	100.00	LOW,LOW,100.00,30=30=0,S@30.00,0.00
	AthALTA0008089-1/2	chr2:18738405-18738526	0	chr2:18738732,18738405-18738526+18738529	Alt3	43.55	VLOW,VLOW,100.00,9=20=0,S@8.71,11.29	72.53	VLOW,VLOW,100.00,14=19=0,S@13.78,5.22	86.84	LOW,LOW,100.00,28=32=0,S@27.79,4.21	80.93	VLOW,VLOW,100.00,18=22=0,S@17.80,4.20	63.87	OK,OK,100.00,30=46=0,S@29.38,16.62	58.58	VLOW,VLOW,100.00,12=20=0,S@11.72,8.28	60.51	VLOW,VLOW,100.00,13=21=0,S@12.71,8.29
ASK20	AthALTA0022835-3/3	chr2:18905313-18905355	35	chr2:18905737,18905313-18905320+18905338+18905355	Alt3	12.61	SOK,SOK,100.00,14=111=0,S@14.00,97.00	33.58	SOK,SOK,100.00,45=134=0,S@45.00,89.00	30.36	SOK,SOK,100.00,34=112=0,S@34.00,78.00	21.88	OK,OK,100.00,21=96=0,S@21.00,75.00	31.58	SOK,SOK,100.00,36=114=0,S@36.00,78.00	25.50	SOK,SOK,100.00,38=149=0,S@37.99,111.00	28.15	SOK,SOK,100.00,38=135=0,S@38.00,97.00
	AthALTA0008225-2/3	chr2:19419280-19419376	2	chr2:19419184,19419282+19419280+19419258-19419376	Alt3	68.75	VLOW,VLOW,100.00,11=16=0,S@11.00,5.00	100.00	N,N,100.00,9=9=0,S@9.00,0.00	100.00	VLOW,VLOW,100.00,19=19=0,S@19.00,0.00	100.00	N,N,100.00,8=8=0,S@8.00,0.00	100.00	VLOW,VLOW,100.00,18=18=0,S@18.00,0.00	100.00	N,N,100.00,3=3=0,S@3.00,0.00	89.34	VLOW,VLOW,100.00,17=19=0,S@16.97,2.03
	AthALTA0008248-2/2	chr2:19451509-19451639	30	chr2:19451428,19451539+19451509-19451639	Alt3	71.10	OK,OK,100.00,37=52=0,C1@36.97,15.03	44.39	OK,OK,100.00,18=40=0,C1@17.76,22.24	61.88	OK,OK,100.00,26=42=0,C2@25.99,16.01	59.13	OK,OK,100.00,25=42=0,C1@24.83,17.17	70.86	OK,OK,100.00,32=45=0,C1@31.89,13.11	53.99	LOW,LOW,100.00,18=33=0,C1@17.82,15.18	87.12	OK,OK,100.00,41=47=0,S@40.95,6.05
	AthALTA0008274-2/2	chr2:19596947-19597234	78	chr2:19596871,19597025+19596947-19597234	Alt3	76.71	OK,OK,100.00,56=73=0,S@56.00,17.00	66.22	OK,OK,100.00,49=74=0,S@49.00,25.00	89.69	OK,OK,100.00,87=97=0,S@87.00,10.00	79.27	OK,OK,100.00,65=82=0,S@65.00,17.00	76.36	SOK,SOK,100.00,84=110=0,S@84.00,26.00	70.00	OK,OK,100.00,42=60=0,S@42.00,18.00	94.44	OK,OK,100.00,68=72=0,S@68.00,4.00
ACR6	AthALTA0020927-2/2	chr3:331714-	26	chr3:331629,331740+331714-	Alt3	0.00	VLOW,VLOW,100.00,0=18=0,S@0.00,18.00	5.26	VLOW,VLOW,100.00,1=19=0,S@1.00,18.00	15.38	LOW,LOW,100.00,4=26=0,S@4.00,22.00	4.76	VLOW,VLOW,100.00,1=21=0,S@1.00,20.00	0.00	N,N,100.00,0=13=0,S@0.00,13.00	10.81	LOW,LOW,100.00,4=37=0,S@4.00,33.00	18.75	VLOW,VLOW,100.00,3=16=0,S@3.00,13.00
	AthALTA0008461-2/2	chr3:507690-507788	6	chr3:507616,507696+507690-507788	Alt3	71.43	OK,OK,100.00,30=42=0,S@30.00,12.00	90.32	LOW,LOW,100.00,28=31=0,S@28.00,3.00	84.00	LOW,LOW,100.00,21=25=0,S@21.00,4.00	90.32	OK,OK,100.00,56=62=0,S@56.00,6.00	85.00	OK,OK,100.00,51=60=0,C1@51.00,9.00	80.56	OK,OK,100.00,58=72=0,S@58.00,14.00	86.79	OK,OK,100.00,46=53=0,S@46.00,7.00
	AthALTA0008517-3/3	chr3:705822-705931	10	chr3:706211,705822-705921+705927+705931	Alt3	26.74	OK,SOK,100.00,23=86=0,C3@23.00,63.00	44.80	SOK,SOK,100.00,56=125=0,C3@56.00,69.00	26.10	OK,SOK,100.00,23=89=0,C3@23.23,65.77	50.53	SOK,SOK,100.00,79=159=0,C2@80.34,78.66	30.16	SOK,SOK,100.00,38=126=0,C3@38.00,88.00	26.92	SOK,SOK,100.00,26=101=0,C3@27.19,73.81	60.00	SOK,SOK,100.00,93=155=0,C2@93.00,62.00
	AthALTA0008574-1/2	chr3:918110-918279	0	chr3:918732,918110-918279+918344	Alt3	15.62	LOW,LOW,100.00,5=32=0,S@5.00,27.00	11.11	N,N,100.00,1=9=0,S@1.00,8.00	16.67	N,N,100.00,1=6=0,C1@1.00,5.00	26.92	LOW,LOW,100.00,7=26=0,S@7.00,19.00	0.00	N,N,100.00,0=4=0,S@0.00,4.00	14.29	LOW,LOW,100.00,4=28=0,C1@4.00,24.00	55.56	VLOW,VLOW,100.00,10=18=0,C1@10.00,8.00
	AthALTA0008632-1/2	chr3:1199242-1199306	0	chr3:1198583,1199242+1198764-1199306	Alt3	77.70	LOW,LOW,100.00,23=30=0,S@23.31,6.69	100.00	VLOW,VLOW,100.00,17=17=0,S@17.00,0.00	85.37	N,N,100.00,11=13=0,S@11.10,1.90	100.00	VLOW,VLOW,100.00,21=21=0,S@21.00,0.00	100.00	N,N,100.00,12=12=0,S@12.00,0.00	97.22	LOW,LOW,100.00,33=34=0,S@33.05,0.95	100.00	LOW,LOW,100.00,33=33=0,S@33.00,0.00
CLPS3	AthALTA0026284-3/5	chr3:1272194-1272520	6	chr3:1272805,1272194-1272514+1272517+1272520+1272523+1272554	Alt3	5.28	VLOW,VLOW,100.00,1=19=0,S@1.00,18.00	66.94	LOW,LOW,100.00,20=30=0,S@20.08,9.92	12.58	OK,OK,100.00,5=40=0,S@5.03,34.97	39.46	LOW,LOW,100.00,11=28=0,S@11.05,16.95	36.14	OK,OK,100.00,23=64=0,S@23.13,40.87	63.08	LOW,LOW,100.00,17=27=0,C1@17.03,9.97	44.64	LOW,LOW,100.00,12=27=0,S@12.05,14.95
	AthALTA0008755-2/2	chr3:1659848-1659940	47	chr3:1660163,1659848-1659893+1659940	Alt3	4.17	VLOW,VLOW,100.00,1=24=0,S@1.00,23.00	12.50	VLOW,VLOW,100.00,2=16=0,S@2.00,14.00	25.00	N,N,100.00,3=12=0,S@3.00,9.00	3.23	LOW,LOW,100.00,1=31=0,S@1.00,30.00	6.90	LOW,LOW,100.00,2=29=0,S@2.00,27.00	4.55	VLOW,VLOW,100.00,1=22=0,S@1.00,21.00	23.81	VLOW,VLOW,100.00,5=21=0,S@5.00,16.00
	AthALTA0008758-2/2	chr3:1705045-1705103	3	chr3:1704800,1705048+1705045-1705103	Alt3	83.33	VLOW,VLOW,100.00,20=24=0,S@20.00,4.00	100.00	LOW,LOW,100.00,26=26=0,S@26.00,0.00	100.00	LOW,LOW,100.00,28=28=0,S@28.00,0.00	92.00	LOW,LOW,100.00,23=25=0,S@23.00,2.00	100.00	LOW,LOW,100.00,26=26=0,S@26.00,0.00	100.00	LOW,LOW,100.00,25=25=0,S@25.00,0.00	100.00	VLOW,VLOW,100.00,16=16=0,S@16.00,0.00
	AthALTA0008890-3/3	chr3:2296529-2296625	58	chr3:2296709,2296529-2296567+2296572+2296625	Alt3	35.11	VLOW,VLOW,100.00,7=19=0,S@6.67,12.33	82.98	VLOW,VLOW,100.00,16=19=0,S@15.77,3.23	46.78	VLOW,VLOW,95.53,10=21=1,S@9.82,11.18	62.97	VLOW,VLOW,100.00,11=17=0,S@10.70,6.30	65.08	LOW,LOW,100.00,18=27=0,S@17.57,9.43	29.52	VLOW,VLOW,100.00,5=16=0,S@4.72,11.28	54.38	LOW,LOW,100.00,19=34=0,S@18.49,15.51
ATG10	AthALTA0023124-2/2	chr3:2400087-2400140	3	chr3:2400222,2400087-2400137+2400140	Alt3	23.91	VLOW,VLOW,100.00,4=16=0,S@3.83,12.17	63.87	VLOW,VLOW,100.00,15=23=0,S@14.69,8.31	71.22	LOW,LOW,100.00,21=29=0,S@20.65,8.35	32.04	LOW,LOW,100.00,9=27=0,S@8.65,18.35	54.43	LOW,LOW,100.00,19=34=0,S@18.51,15.49	38.60	LOW,LOW,100.00,14=35=0,S@13.51,21.49	57.83	LOW,LOW,100.00,16=27=0,S@15.61,11.39
	AthALTA0008911-1/2	chr3:2401685-2402009	0	chr3:2401589,2401685+2401680-2402009	Alt3	4.17	VLOW,VLOW,100.00,1=24=0,S@1.00,23.00	5.26	VLOW,VLOW,100.00,1=19=0,S@1.00,18.00	0.00	VLOW,VLOW,100.00,0=17=0,S@0.00,17.00	5.00	VLOW,VLOW,100.00,1=20=0,S@1.00,19.00	27.78	LOW,LOW,100.00,10=36=0,S@10.00,26.00	17.65	LOW,LOW,100.00,6=34=0,S@6.00,28.00	23.33	LOW,LOW,100.00,7=30=0,S@7.00,23.00
	AthALTA0008912-2/3	chr3:2402107-2402296	83	chr3:2402009,2402190+2402107+2402104-2402296	Alt3	38.18	VLOW,VLOW,100.00,9=24=0,S@9.16,14.84	42.81	VLOW,VLOW,100.00,8=19=0,S@8.13,10.87	46.43	LOW,LOW,100.00,16=35=0,S@16.25,18.75	52.90	VLOW,VLOW,100.00,12=23=0,S@12.17,10.83	59.52	LOW,LOW,100.00,20=34=0,S@20.24,13.76	40.70	VLOW,VLOW,100.00,8=20=0,S@8.14,11.86	73.64	LOW,LOW,100.00,19=26=0,S@19.15,6.85
	AthALTA0008963-2/2	chr3:2518293-2518907	3	chr3:2519000,2518293-2518904+2518907	Alt3	34.29	LOW,LOW,100.00,12=35=0,S@12.00,23.00	46.43	LOW,LOW,100.00,13=28=0,S@13.00,15.00	63.89	LOW,LOW,100.00,23=36=0,S@23.00,13.00	44.44	VLOW,VLOW,100.00,8=18=0,S@8.00,10.00	61.54	N,N,100.00,8=13=0,S@8.00,5.00	52.94	LOW,LOW,100.00,18=34=0,S@18.00,16.00	64.86	LOW,LOW,100.00,24=37=0,S@24.00,13.00
SCPL27	AthALTA0041646-3/3	chr3:2553525-2553785	40	chr3:2553451,2553565+2553544+2553525-2553785	Alt3	59.38	LOW,LOW,100.00,19=32=0,S@19.00,13.00	100.00	LOW,LOW,100.00,33=33=0,S@33.00,0.00	97.56	OK,OK,100.00,40=41=0,S@40.00,1.00	80.85	OK,OK,100.00,38=47=0,C1@38.00,9.00	83.33	VLOW,VLOW,100.00,20=24=0,C1@20.00,4.00	85.71	OK,OK,100.00,36=42=0,S@36.00,6.00	92.68	OK,OK,100.00,38=41=0,S@38.00,3.00
PIP5K9	AthALTA0037930-3/3	chr3:3042460-3043868	79	chr3:3044665,3042460-3043789+3043812+3043868	Alt3	33.33	OK,OK,100.00,24=72=0,S@24.00,48.00	61.11	OK,OK,100.00,33=54=0,S@33.00,21.00	33.33	OK,OK,100.00,20=60=0,S@20.00,40.00	30.65	OK,OK,100.00,19=62=0,S@19.00,43.00	66.07	OK,OK,100.00,37=56=0,S@37.00,19.00	37.80	OK,OK,100.00,31=82=0,S@31.00,51.00	56.25	OK,OK,100.00,36=64=0,S@36.00,28.00
	AthALTA0009194-2/2	chr3:3645788-	6	chr3:3645708,3645794+3645788-	Alt3	77.78	VLOW,VLOW,100.00,14=18=0,S@14.00,4.00	81.48	LOW,LOW,100.00,22=27=0,S@22.00,5.00	100.00	N,N,100.00,9=9=0,S@9.00,0.00	75.00	VLOW,VLOW,100.00,18=24=0,C1@18.00,6.00	57.14	VLOW,VLOW,100.00,12=21=0,S@12.00,9.00	84.62	N,N,100.00,11=13=0,S@11.00,2.00	95.00	VLOW,VLOW,100.00,19=20=0,S@19.00,1.00
	AthALTA0009198-2/2	chr3:3671664-3671783	9	chr3:3671907,3671664-3671774+3671783	Alt3	34.00	OK,OK,100.00,17=50=0,S@17.00,33.00	36.00	LOW,LOW,100.00,9=25=0,S@9.00,16.00	37.21	OK,OK,100.00,16=43=0,S@16.00,27.00	50.00	OK,OK,100.00,20=40=0,S@20.00,20.00	15.62	OK,OK,100.00,10=64=0,S@10.00,54.00	21.28	OK,OK,100.00,10=47=0,S@10.00,37.00	58.06	LOW,LOW,100.00,18=31=0,S@18.00,13.00
	AthALTA0009205-3/4	chr3:3707790-3707915	60	chr3:3707985,3707790-3707855+3707898+3707915+3707923	Alt3	3.57	LOW,LOW,100.00,1=28=0,S@1.00,27.00	22.22	LOW,LOW,100.00,8=36=0,S@8.00,28.00	35.71	OK,OK,100.00,15=42=0,S@15.00,27.00	15.79	LOW,LOW,100.00,6=38=0,S@6.00,32.00	25.00	LOW,LOW,100.00,8=32=0,S@8.00,24.00	12.68	OK,OK,100.00,9=71=0,S@9.00,62.00	20.00	LOW,LOW,100.00,6=30=0,S@6.00,24.00
ARP5	AthALTA0022677-1/3	chr3:3941099-3941223	0	chr3:3941478,3941099-3941223+3941228+3941241	Alt3	82.34	LOW,LOW,100.00,24=29=0,S@23.88,5.12	100.00	VLOW,VLOW,100.00,19=19=0,S@19.00,0.00	97.06	LOW,LOW,100.00,34=35=0,S@33.97,1.03	100.00	VLOW,VLOW,100.00,22=22=0,S@22.00,0.00	85.36	LOW,LOW,100.00,30=35=0,S@29.88,5.12	96.05	LOW,LOW,100.00,25=26=0,S@24.97,1.03	100.00	LOW,LOW,100.00,26=26=0,S@26.00,0.00
SULTR4;2	AthALTA0043273-1/2	chr3:3970242-3970349	0	chr3:3970453,3970242-3970349+3970359	Alt3	66.67	VLOW,VLOW,100.00,10=15=0,S@10.00,5.00	75.00	LOW,LOW,100.00,27=36=0,S@27.00,9.00	93.33	VLOW,VLOW,100.00,14=15=0,S@14.00,1.00	78.57	LOW,LOW,100.00,22=28=0,S@22.00,6.00	83.33	LOW,LOW,100.00,25=30=0,S@25.00,5.00	75.00	VLOW,VLOW,100.00,15=20=0,S@15.00,5.00	83.33	LOW,LOW,100.00,25=30=0,S@25.00,5.00
FDM3	AthALTA0029561-2/2	chr3:3981491-	6	chr3:3981395,3981497+3981491-	Alt3	15.12	OK,OK,100.00,13=86=0,S@13.00,73.00	34.38	OK,OK,100.00,22=64=0,C1@22.00,42.00	8.20	OK,OK,100.00,5=61=0,S@5.00,56.00	17.65	SOK,SOK,100.00,18=102=0,S@18.00,84.00	21.64	SOK,SOK,100.00,29=134=0,S@29.00,105.00	28.18	SOK,SOK,100.00,31=110=0,S@31.00,79.00	33.33	OK,OK,100.00,19=57=0,S@19.00,38.00
PIE1	AthALTA0037832-1/2	chr3:4067646-4067692	0	chr3:4067561,4067646+4067643-4067692	Alt3	56.76	LOW,LOW,100.00,21=37=0,S@21.00,16.00	80.00	OK,OK,100.00,32=40=0,S@32.00,8.00	80.33	OK,OK,100.00,49=61=0,S@49.00,12.00	70.00	LOW,LOW,100.00,21=30=0,S@21.00,9.00	81.25	OK,OK,100.00,52=64=0,S@52.00,12.00	86.27	OK,OK,100.00,44=51=0,S@44.00,7.00	87.80	OK,OK,100.00,36=41=0,S@36.00,5.00
	AthALTA0009341-2/2	chr3:4238414-4238510	10	chr3:4238596,4238414-4238500+4238510	Alt3	20.97	SOK,SOK,100.00,26=124=0,S@26.00,98.00	28.57	OK,OK,100.00,26=91=0,S@26.00,65.00	22.22	OK,OK,100.00,22=99=0,S@22.00,77.00	31.71	SOK,SOK,100.00,39=123=0,S@39.00,84.00	25.83	SOK,SOK,100.00,31=120=0,S@31.00,89.00	32.85	SOK,SOK,100.00,45=137=0,S@45.00,92.00	36.52	SOK,SOK,100.00,42=115=0,S@42.00,73.00
	AthALTA0009419-1/2	chr3:4626766-4626858	0	chr3:4626942,4626766-4626858+4626861	Alt3	26.79	OK,OK,100.00,15=56=0,S@15.00,41.00	41.33	OK,OK,100.00,31=75=0,S@31.00,44.00	39.77	OK,OK,100.00,35=88=0,S@35.00,53.00	46.55	OK,OK,100.00,27=58=0,S@27.00,31.00	48.00	SOK,SOK,100.00,48=100=0,S@48.00,52.00	37.97	OK,OK,100.00,30=79=0,S@30.00,49.00	45.00	OK,OK,100.00,27=60=0,S@27.00,33.00
GLO4	AthALTA0030792-3/3	chr3:4686663-4686725	13	chr3:4686801,4686663-4686712+4686718+4686725	Alt3	80.95	VLOW,VLOW,100.00,17=21=0,S@17.00,4.00	100.00	VLOW,VLOW,100.00,16=16=0,S@16.00,0.00	66.67	N,N,100.00,4=6=0,S@4.00,2.00	91.67	VLOW,VLOW,100.00,22=24=0,S@22.00,2.00	100.00	N,N,100.00,4=4=0,S@4.00,0.00	94.12	OK,OK,100.00,48=51=0,S@48.00,3.00	100.00	LOW,LOW,100.00,33=33=0,S@33.00,0.00
